Flash time (UTC)                 (    Lat,     Lon)   Radiance  Milliseconds  Groups  Events Orbit-ID
2017-240T22:58:23.0684Z [Aug 28] ( 21.594,  87.826)       1051             0       1      49     3728
2017-240T22:58:28.2940Z [Aug 28] ( 21.406,  87.632)        262           338       4      23     3728
2017-240T22:58:39.3158Z [Aug 28] ( 21.737,  87.658)        331           306      11      26     3728
2017-240T22:58:49.7074Z [Aug 28] ( 22.985,  90.095)         21             0       1       2     3728
2017-240T22:59:01.9492Z [Aug 28] ( 22.967,  90.102)         46             0       1       3     3728
2017-240T22:59:06.9364Z [Aug 28] ( 22.965,  90.027)       1475           644      16      79     3728
2017-240T22:59:09.7072Z [Aug 28] ( 21.768,  87.656)       2041           270       6      97     3728
2017-240T22:59:13.3705Z [Aug 28] ( 22.963,  90.118)         11             0       1       1     3728
2017-240T22:59:13.7087Z [Aug 28] ( 22.872,  90.100)       2004           408      23     105     3728
2017-240T22:59:35.9097Z [Aug 28] ( 24.408,  92.855)        245            37       8      20     3728
2017-240T22:59:36.3469Z [Aug 28] ( 24.385,  92.889)         42             0       1       4     3728
2017-240T22:59:36.3610Z [Aug 28] ( 24.317,  93.003)        307            12       6      22     3728
2017-240T23:00:02.5523Z [Aug 28] ( 22.923,  90.022)        650           304       3      30     3728
2017-240T23:00:02.6005Z [Aug 28] ( 22.904,  90.012)       1587           247       9      50     3728
2017-240T23:00:07.5622Z [Aug 28] ( 22.956,  90.100)         49            37       2       4     3728
2017-240T23:00:11.5555Z [Aug 28] ( 22.677,  90.176)        129           164       4      11     3728
2017-240T23:00:38.2507Z [Aug 28] ( 24.281,  92.907)         82            35       3       8     3728
2017-240T23:00:55.8581Z [Aug 28] ( 24.297,  93.077)        719           365      13      51     3728
2017-241T08:46:58.7109Z [Aug 29] ( 23.636,  88.047)        358            50       7      20     3734
2017-241T08:48:06.8136Z [Aug 29] ( 22.548,  88.427)        169             3       3       6     3734
2017-242T07:54:41.7222Z [Aug 30] ( 22.236,  90.172)        328           262       7      24     3749
2017-242T07:54:46.8815Z [Aug 30] ( 26.161,  90.301)       3460           102      11     100     3749
2017-242T07:54:46.8815Z [Aug 30] ( 25.674,  92.412)       9431            59       4     236     3749
2017-242T07:54:46.8815Z [Aug 30] ( 22.756,  89.371)         77             0       1       4     3749
2017-242T07:55:08.4369Z [Aug 30] ( 22.774,  90.355)        543           168      10      28     3749
2017-242T07:55:16.2653Z [Aug 30] ( 22.683,  89.295)         11             0       1       1     3749
2017-242T07:55:17.0317Z [Aug 30] ( 23.423,  91.240)       1202            82       2      51     3749
2017-242T07:55:17.1015Z [Aug 30] ( 23.501,  91.296)         98            12       2       7     3749
2017-242T07:55:40.7080Z [Aug 30] ( 22.160,  90.250)       2825           383      10     119     3749
2017-242T07:55:41.8431Z [Aug 30] ( 25.831,  92.440)        840            71       6      41     3749
2017-242T07:55:41.9365Z [Aug 30] ( 22.452,  90.073)        541           132       7      35     3749
2017-242T07:55:52.0468Z [Aug 30] ( 25.792,  92.479)        590           531      18      38     3749
2017-242T07:55:54.5562Z [Aug 30] ( 20.916,  93.022)        142            71       5      11     3749
2017-242T07:55:56.5255Z [Aug 30] ( 22.159,  90.383)       1128           617      20      68     3749
2017-242T07:56:00.0314Z [Aug 30] ( 25.800,  92.426)        219           139       5      15     3749
2017-242T07:56:00.5504Z [Aug 30] ( 21.005,  93.076)        184           275       7      12     3749
2017-242T07:56:01.9595Z [Aug 30] ( 22.204,  90.765)       2910           236      18      84     3749
2017-242T07:56:02.1921Z [Aug 30] ( 22.164,  90.841)       1704             1       2      47     3749
2017-242T07:56:10.0325Z [Aug 30] ( 21.172,  92.837)        428            94      12      26     3749
2017-242T07:56:49.5062Z [Aug 30] ( 20.974,  92.978)        874           356       6      38     3749
2017-242T07:56:49.6298Z [Aug 30] ( 20.902,  92.994)         69             3       2       6     3749
2017-242T22:51:42.6838Z [Aug 30] ( 26.454,  88.576)         12             0       1       1     3759
2017-242T22:51:49.5463Z [Aug 30] ( 26.591,  89.703)        514           512      13      43     3759
2017-242T22:51:50.1141Z [Aug 30] ( 26.609,  89.772)        100            53       3       9     3759
2017-242T22:51:54.9963Z [Aug 30] ( 26.558,  89.037)        957           114       9      46     3759
2017-242T22:51:57.3751Z [Aug 30] ( 26.595,  88.571)       1669           283      20      94     3759
2017-242T22:52:12.3017Z [Aug 30] ( 26.578,  89.616)         22             0       1       2     3759
2017-242T22:52:12.3841Z [Aug 30] ( 26.616,  89.566)         53             0       1       5     3759
2017-242T22:52:16.2658Z [Aug 30] ( 26.453,  88.548)        112           449       4      10     3759
2017-242T22:52:33.1662Z [Aug 30] ( 26.837,  89.047)       6847          1459      54     388     3759
2017-242T22:52:33.2662Z [Aug 30] ( 26.756,  89.096)       3046           905      28     185     3759
2017-242T22:52:33.2933Z [Aug 30] ( 26.664,  88.951)        102             0       1       9     3759
2017-242T22:52:33.3667Z [Aug 30] ( 26.661,  88.872)        275            74       9      25     3759
2017-242T22:52:33.8214Z [Aug 30] ( 26.605,  89.242)        232            32       5      18     3759
2017-242T22:52:33.9394Z [Aug 30] ( 26.640,  88.808)        120            91       5      10     3759
2017-242T22:52:40.7090Z [Aug 30] ( 26.405,  88.526)         41             0       1       4     3759
2017-243T21:58:12.4717Z [Aug 31] ( 20.572,  88.287)         97             1       2       9     3774
2017-243T21:58:16.1543Z [Aug 31] ( 20.540,  88.231)        124           116       5      11     3774
2017-243T21:58:21.5292Z [Aug 31] ( 20.525,  88.225)        112           193       3      10     3774
2017-243T21:58:25.3355Z [Aug 31] ( 20.568,  88.234)       2303           417      19     107     3774
2017-243T21:58:31.4106Z [Aug 31] ( 20.537,  88.225)        101           150       5       9     3774
2017-243T21:58:38.2329Z [Aug 31] ( 20.534,  88.240)        292           479      10      24     3774
2017-243T21:58:43.5754Z [Aug 31] ( 20.526,  88.253)         82           127       4       8     3774
2017-243T21:58:48.2124Z [Aug 31] ( 20.348,  87.929)       1004           486      11      63     3774
2017-243T21:58:56.6562Z [Aug 31] ( 20.508,  88.191)       5523           704      32     237     3774
2017-243T21:59:00.5752Z [Aug 31] ( 20.447,  88.578)       1012           162       4      79     3774
2017-243T21:59:01.2877Z [Aug 31] ( 20.432,  88.577)        220             0       1      19     3774
2017-243T21:59:03.0887Z [Aug 31] ( 20.501,  88.236)         76           227       5       7     3774
2017-243T21:59:06.7513Z [Aug 31] ( 20.544,  88.628)        316           157       8      23     3774
2017-243T21:59:09.0623Z [Aug 31] ( 20.501,  88.217)       2493           624      28     136     3774
2017-243T21:59:16.7664Z [Aug 31] ( 20.502,  88.235)        211            86       4      13     3774
2017-243T21:59:23.0982Z [Aug 31] ( 24.571,  91.198)        252           383      16      23     3774
2017-243T21:59:23.1782Z [Aug 31] ( 20.481,  88.218)        251           143       4      13     3774
2017-243T21:59:30.3503Z [Aug 31] ( 20.462,  88.225)        400           448      11      25     3774
2017-243T21:59:36.6178Z [Aug 31] ( 20.534,  88.645)        437           282      11      25     3774
2017-243T22:00:06.3463Z [Aug 31] ( 24.899,  91.306)       4512           327      23     146     3774
2017-243T22:00:09.6355Z [Aug 31] ( 24.580,  91.204)        899           168      14      47     3774
2017-243T22:00:14.3619Z [Aug 31] ( 26.110,  92.660)         42            27       3       4     3774
2017-243T22:00:14.7544Z [Aug 31] ( 26.104,  92.719)       1557           100      10      78     3774
2017-243T22:00:48.9268Z [Aug 31] ( 26.068,  92.698)        474           359      12      38     3774
2017-243T22:01:07.1130Z [Aug 31] ( 26.832,  92.673)        784           304      13      59     3774
2017-243T22:01:16.3568Z [Aug 31] ( 26.077,  92.693)         67           454       4       6     3774
2017-245T06:54:52.0763Z [Sep 02] ( 23.155,  87.958)        222            89       5      13     3795
2017-245T06:55:08.2292Z [Sep 02] ( 22.778,  88.771)        914             0       2      45     3795
2017-245T06:55:39.8080Z [Sep 02] ( 23.306,  88.071)       1002           224       6      46     3795
2017-245T06:55:40.5351Z [Sep 02] ( 22.733,  88.726)         93           143       3       6     3795
2017-245T06:55:53.1674Z [Sep 02] ( 22.803,  88.751)       3540           381      23     117     3795
2017-245T06:56:13.2472Z [Sep 02] ( 22.055,  92.255)        382           150       7      21     3795
2017-246T06:02:36.3445Z [Sep 03] ( 24.936,  90.334)        303           162       6      18     3810
2017-246T06:02:59.9126Z [Sep 03] ( 24.966,  92.321)         85             3       3       5     3810
2017-246T06:03:14.4935Z [Sep 03] ( 25.113,  89.674)        116           122       6       7     3810
2017-246T06:04:05.9923Z [Sep 03] ( 23.301,  91.779)        126            58       2       9     3810
2017-246T21:00:28.7263Z [Sep 03] ( 24.882,  91.798)        420           451       9      33     3820
2017-246T21:00:28.7619Z [Sep 03] ( 24.841,  91.741)         24            21       2       2     3820
2017-248T05:55:48.3382Z [Sep 05] ( 22.584,  90.892)        122           674       8      10     3841
2017-248T05:56:01.3171Z [Sep 05] ( 21.792,  90.421)        372           168       7      21     3841
2017-249T05:02:17.8127Z [Sep 06] ( 24.257,  90.506)        461           217      10      27     3856
2017-249T05:02:18.7348Z [Sep 06] ( 24.201,  90.563)        182            84       6      13     3856
2017-249T05:02:26.7601Z [Sep 06] ( 24.104,  90.562)        212           204       6      13     3856
2017-249T05:02:28.9928Z [Sep 06] ( 24.216,  90.833)        411           127       5      25     3856
2017-249T05:02:33.1968Z [Sep 06] ( 24.219,  90.656)       1155           811      11      70     3856
2017-249T05:02:33.2491Z [Sep 06] ( 24.055,  90.685)         78            96       3       6     3856
2017-249T05:02:33.7149Z [Sep 06] ( 24.068,  90.657)         75            96       2       6     3856
2017-249T05:02:34.3521Z [Sep 06] ( 24.627,  91.675)        226           116       7      15     3856
2017-249T05:02:47.7675Z [Sep 06] ( 24.665,  91.672)       1558           426      17      78     3856
2017-249T05:02:52.8579Z [Sep 06] ( 24.239,  90.609)        915            83       6      39     3856
2017-249T05:03:18.1977Z [Sep 06] ( 24.072,  90.636)       1629           142       8      59     3856
2017-249T05:03:19.4073Z [Sep 06] ( 24.700,  91.969)        317            90       7      16     3856
2017-249T05:03:42.4090Z [Sep 06] ( 24.147,  90.617)        189            81       5      12     3856
2017-249T05:03:43.7035Z [Sep 06] ( 24.633,  91.680)       1022           644      21      54     3856
2017-249T05:03:44.4713Z [Sep 06] ( 24.991,  92.001)        248            32       8      11     3856
2017-249T05:03:49.5274Z [Sep 06] ( 24.180,  91.478)        136             5       3       5     3856
2017-249T05:03:49.9661Z [Sep 06] ( 22.562,  91.386)        342           168       7      21     3856
2017-249T05:04:00.7769Z [Sep 06] ( 24.549,  91.725)        120            73       3       7     3856
2017-249T05:04:26.9716Z [Sep 06] ( 22.330,  91.836)        164           132       7      11     3856
2017-249T19:59:43.0698Z [Sep 06] ( 26.721,  89.905)        536           162       4      34     3866
2017-249T19:59:43.0749Z [Sep 06] ( 26.693,  89.964)       4833           539      33     211     3866
2017-249T19:59:57.7281Z [Sep 06] ( 26.864,  90.460)         54             0       1       5     3866
2017-249T20:00:14.3638Z [Sep 06] ( 26.883,  90.391)        733            71      14      44     3866
2017-249T20:00:24.1660Z [Sep 06] ( 26.672,  89.980)       1220           164      17      70     3866
2017-249T20:00:40.1117Z [Sep 06] ( 26.828,  88.589)       1749            76      10      83     3866
2017-249T20:00:58.5322Z [Sep 06] ( 24.671,  91.340)         55           166       3       5     3866
2017-250T19:08:22.7904Z [Sep 07] ( 26.473,  92.892)       1778           299       8     107     3881
2017-251T04:55:25.5527Z [Sep 08] ( 21.629,  89.169)        567           114       3      37     3887
2017-252T04:02:07.7644Z [Sep 09] ( 25.309,  91.234)        975           592      22      52     3902
2017-252T04:02:09.9577Z [Sep 09] ( 25.276,  90.665)        188             3       2      13     3902
2017-252T04:02:23.0351Z [Sep 09] ( 25.293,  90.867)       1395           347      22      71     3902
2017-252T04:02:34.3562Z [Sep 09] ( 25.342,  91.230)       1997           545      21      74     3902
2017-252T04:02:38.9344Z [Sep 09] ( 25.506,  91.277)        451           492       6      21     3902
2017-252T04:02:41.6846Z [Sep 09] ( 22.040,  89.231)       1842            83       7      88     3902
2017-252T04:02:51.1575Z [Sep 09] ( 22.165,  88.920)        281           220       8      21     3902
2017-252T04:02:53.2826Z [Sep 09] ( 25.270,  90.688)        621           136      11      37     3902
2017-252T04:02:57.4653Z [Sep 09] ( 25.333,  91.218)        912           429      15      39     3902
2017-252T04:03:08.5121Z [Sep 09] ( 25.282,  91.132)        200           510       9      14     3902
2017-252T04:03:09.3970Z [Sep 09] ( 25.321,  90.851)        407           344      11      24     3902
2017-252T04:03:28.2596Z [Sep 09] ( 25.402,  91.189)        620           755      14      28     3902
2017-253T03:10:08.0625Z [Sep 10] ( 25.988,  92.040)       1031            82      16      51     3917
2017-253T18:06:34.2698Z [Sep 10] ( 23.674,  88.259)         34            71       2       3     3927
2017-253T18:06:37.8777Z [Sep 10] ( 23.717,  88.288)        391           128       5      24     3927
2017-253T18:06:42.5916Z [Sep 10] ( 25.966,  88.369)        624           218      11      29     3927
2017-253T18:06:45.7005Z [Sep 10] ( 23.700,  88.261)        103           166       4       9     3927
2017-253T18:06:48.0230Z [Sep 10] ( 23.661,  88.302)         44             0       1       4     3927
2017-253T18:07:06.1312Z [Sep 10] ( 23.662,  88.269)         23            37       2       2     3927
2017-253T18:07:09.7743Z [Sep 10] ( 25.921,  88.365)       3257           451      40     149     3927
2017-253T18:07:09.9572Z [Sep 10] ( 25.849,  88.383)        255           193      10      19     3927
2017-253T18:07:10.2185Z [Sep 10] ( 23.701,  88.299)        271           370       5      15     3927
2017-253T18:07:10.4743Z [Sep 10] ( 26.817,  89.462)         85            36       4       7     3927
2017-253T18:07:18.4872Z [Sep 10] ( 26.748,  89.482)       1015           388      19      62     3927
2017-253T18:07:25.0440Z [Sep 10] ( 23.693,  88.284)        114           196       3       8     3927
2017-253T18:07:34.2698Z [Sep 10] ( 23.639,  88.237)        150           173       4      10     3927
2017-253T18:07:36.3717Z [Sep 10] ( 25.941,  88.359)        674           259      11      37     3927
2017-253T18:07:38.9625Z [Sep 10] ( 23.669,  88.259)        149            91       5      12     3927
2017-253T18:07:45.7331Z [Sep 10] ( 23.639,  88.271)        384           382      10      23     3927
2017-253T18:07:46.5099Z [Sep 10] ( 26.008,  88.474)        427             2       2      19     3927
2017-253T18:07:46.5707Z [Sep 10] ( 25.902,  88.387)        319           516       5      30     3927
2017-253T18:07:50.5349Z [Sep 10] ( 26.971,  88.960)        164           304       5      12     3927
2017-253T18:07:50.6027Z [Sep 10] ( 26.911,  88.944)       1149           352      12      55     3927
2017-253T18:07:59.1662Z [Sep 10] ( 26.942,  88.819)        861            89      14      36     3927
2017-253T18:08:02.8977Z [Sep 10] ( 26.875,  88.712)         96           429       5       8     3927
2017-253T18:08:10.1773Z [Sep 10] ( 25.931,  88.329)        706           273      14      39     3927
2017-253T18:08:28.5031Z [Sep 10] ( 26.751,  89.396)       1282           382      26      61     3927
2017-253T18:08:31.8870Z [Sep 10] ( 26.929,  88.703)       1320           490      18      70     3927
2017-254T03:54:25.6928Z [Sep 11] ( 20.596,  87.556)        122           319       3       7     3933
2017-254T03:54:30.8727Z [Sep 11] ( 20.664,  87.531)         91           361       3       6     3933
2017-254T03:54:40.3892Z [Sep 11] ( 20.657,  87.546)        140           123       3       7     3933
2017-254T03:54:48.6090Z [Sep 11] ( 20.605,  87.510)        177           331       5      13     3933
2017-254T03:54:59.6724Z [Sep 11] ( 20.682,  87.506)        235            41       2       9     3933
2017-254T03:55:50.8989Z [Sep 11] ( 20.548,  87.504)        159             0       1       7     3933
2017-255T03:02:01.6389Z [Sep 12] ( 21.748,  88.254)        520           397      11      28     3948
2017-255T03:02:04.3098Z [Sep 12] ( 21.559,  88.172)         82           130       2       7     3948
2017-255T03:02:07.8302Z [Sep 12] ( 21.736,  88.304)         18             0       1       1     3948
2017-255T03:02:08.9668Z [Sep 12] ( 21.801,  88.242)        670           393       9      51     3948
2017-255T03:02:10.7020Z [Sep 12] ( 21.650,  88.050)        363           243       6      23     3948
2017-255T03:02:13.6576Z [Sep 12] ( 21.588,  88.113)        116           113       3       9     3948
2017-255T03:02:16.7068Z [Sep 12] ( 21.641,  88.127)        752           427      15      45     3948
2017-255T03:02:17.8113Z [Sep 12] ( 21.628,  88.050)        212           388       7      14     3948
2017-255T03:02:20.0549Z [Sep 12] ( 21.594,  88.078)         96           112       4       7     3948
2017-255T03:02:22.0584Z [Sep 12] ( 21.610,  88.173)        145            62       3      12     3948
2017-255T03:02:23.0744Z [Sep 12] ( 21.789,  88.256)        397            97       3      29     3948
2017-255T03:02:24.1252Z [Sep 12] ( 21.711,  88.271)        191           211       7      16     3948
2017-255T03:02:27.7813Z [Sep 12] ( 21.568,  88.189)        246             0       1      13     3948
2017-255T03:02:32.1250Z [Sep 12] ( 21.682,  88.100)        403           531      14      33     3948
2017-255T03:02:32.6461Z [Sep 12] ( 21.688,  88.267)        116           214       4       9     3948
2017-255T03:02:34.3937Z [Sep 12] ( 21.694,  88.317)        100            46       2       6     3948
2017-255T03:02:37.2153Z [Sep 12] ( 21.719,  88.287)        154             0       1       6     3948
2017-255T03:02:37.5353Z [Sep 12] ( 21.632,  88.037)        643           208       5      32     3948
2017-255T03:02:40.1694Z [Sep 12] ( 21.731,  88.240)        167           463       6      13     3948
2017-255T03:02:41.3387Z [Sep 12] ( 21.690,  88.313)        139            44       4       6     3948
2017-255T03:02:42.6990Z [Sep 12] ( 21.641,  88.029)         17             0       1       1     3948
2017-255T03:02:42.7297Z [Sep 12] ( 21.546,  88.162)        311            60       3      14     3948
2017-255T03:02:43.7321Z [Sep 12] ( 21.553,  88.179)        371             0       1      12     3948
2017-255T03:02:43.9201Z [Sep 12] ( 21.681,  88.286)        285           129       3      15     3948
2017-255T03:02:44.7688Z [Sep 12] ( 21.612,  88.125)        119            75       3       8     3948
2017-255T03:02:47.6621Z [Sep 12] ( 21.719,  88.331)        253             1       2      18     3948
2017-255T03:02:50.2958Z [Sep 12] ( 21.708,  88.270)        140           277       4      11     3948
2017-255T03:02:50.3586Z [Sep 12] ( 21.622,  88.130)        378           225       6      21     3948
2017-255T03:02:52.0540Z [Sep 12] ( 21.585,  88.080)        203           252       4      14     3948
2017-255T03:02:55.5402Z [Sep 12] ( 21.640,  88.033)        172             1       2       9     3948
2017-255T03:02:55.7136Z [Sep 12] ( 21.716,  88.312)         42             0       1       2     3948
2017-255T03:02:56.5714Z [Sep 12] ( 21.600,  88.152)        479           223       5      23     3948
2017-255T03:02:57.3965Z [Sep 12] ( 21.677,  88.215)        520           505       8      31     3948
2017-255T03:02:59.1498Z [Sep 12] ( 21.603,  88.005)        101           150       3       7     3948
2017-255T03:02:59.1784Z [Sep 12] ( 21.701,  88.296)         80             9       2       4     3948
2017-255T03:03:00.7768Z [Sep 12] ( 21.640,  88.307)        990           195       4      40     3948
2017-255T03:03:01.5803Z [Sep 12] ( 21.586,  88.136)        190           227       4      13     3948
2017-255T03:03:03.9692Z [Sep 12] ( 21.738,  88.210)        191           217       5      13     3948
2017-255T03:03:04.0159Z [Sep 12] ( 21.552,  88.155)        930           526      14      50     3948
2017-255T03:03:06.3168Z [Sep 12] ( 21.618,  88.160)        883           288      12      42     3948
2017-255T03:03:08.4962Z [Sep 12] ( 21.629,  88.053)        139           556       5      10     3948
2017-255T03:03:09.7248Z [Sep 12] ( 21.744,  88.277)        187            96       3      11     3948
2017-255T03:03:10.0414Z [Sep 12] ( 21.623,  90.657)        118            46       5       9     3948
2017-255T03:03:10.3640Z [Sep 12] ( 21.600,  90.553)         83             8       2       5     3948
2017-255T03:03:11.3379Z [Sep 12] ( 21.749,  88.336)       1743           193       5      98     3948
2017-255T03:03:14.3799Z [Sep 12] ( 21.574,  88.138)        393           215       6      18     3948
2017-255T03:03:14.4819Z [Sep 12] ( 21.708,  88.300)        120             0       1       4     3948
2017-255T03:03:15.8317Z [Sep 12] ( 21.596,  88.128)       1915           540      23     104     3948
2017-255T03:03:16.1342Z [Sep 12] ( 21.734,  88.227)         79           257       5       6     3948
2017-255T03:03:18.2990Z [Sep 12] ( 21.558,  88.163)       3066           340      20     119     3948
2017-255T03:03:18.9868Z [Sep 12] ( 21.700,  88.286)         33            48       2       2     3948
2017-255T03:03:19.0406Z [Sep 12] ( 21.678,  87.994)         78           134       3       6     3948
2017-255T03:03:20.3903Z [Sep 12] ( 21.606,  88.110)        149           286       7      11     3948
2017-255T03:03:20.3993Z [Sep 12] ( 21.702,  88.368)        779           275       5      43     3948
2017-255T03:03:23.1888Z [Sep 12] ( 21.748,  88.197)        241           139       5      19     3948
2017-255T03:03:23.8761Z [Sep 12] ( 21.608,  88.074)        364           209       4      23     3948
2017-255T03:03:26.3454Z [Sep 12] ( 21.635,  88.143)       1559           370      17      67     3948
2017-255T03:03:51.7170Z [Sep 12] ( 21.559,  90.601)        580           390      15      31     3948
2017-256T17:06:24.6782Z [Sep 13] ( 23.982,  91.660)        472             0       1      33     3973
2017-256T17:06:25.1364Z [Sep 13] ( 24.055,  91.524)        585           417       5      49     3973
2017-256T17:06:25.1364Z [Sep 13] ( 23.922,  91.795)        275           415       4      23     3973
2017-256T17:06:25.3852Z [Sep 13] ( 24.003,  91.694)        425             0       1      35     3973
2017-256T17:06:25.7757Z [Sep 13] ( 24.049,  87.857)         54            12       2       4     3973
2017-256T17:06:25.7882Z [Sep 13] ( 23.950,  87.745)         42             0       1       4     3973
2017-256T17:06:25.7897Z [Sep 13] ( 24.049,  87.770)        190             0       1      17     3973
2017-256T17:06:28.7379Z [Sep 13] ( 24.128,  87.875)         55            87       4       5     3973
2017-256T17:06:31.0001Z [Sep 13] ( 24.141,  87.859)       5474           560      12     251     3973
2017-256T17:06:31.0051Z [Sep 13] ( 24.071,  87.891)         41           395       3       4     3973
2017-256T17:06:34.5960Z [Sep 13] ( 23.938,  87.946)       5115           204      33     238     3973
2017-256T17:06:37.9270Z [Sep 13] ( 26.836,  88.644)        377           494       4      25     3973
2017-256T17:06:48.7142Z [Sep 13] ( 23.958,  87.802)       8043           781      36     407     3973
2017-256T17:06:50.7526Z [Sep 13] ( 26.725,  89.536)        138           127       7      13     3973
2017-256T17:06:53.5824Z [Sep 13] ( 24.022,  91.777)       1467           422      14      81     3973
2017-256T17:07:02.2218Z [Sep 13] ( 24.107,  87.856)        113            37       2       7     3973
2017-256T17:07:15.7506Z [Sep 13] ( 24.022,  87.878)         73             0       1       5     3973
2017-256T17:07:16.0921Z [Sep 13] ( 24.022,  87.871)         56            46       2       5     3973
2017-256T17:07:16.7222Z [Sep 13] ( 23.985,  87.875)        253            30       5      16     3973
2017-256T17:07:40.4046Z [Sep 13] ( 26.952,  88.942)        170           118       5      13     3973
2017-256T17:07:52.2329Z [Sep 13] ( 26.348,  92.244)       4973           265      39     252     3973
2017-256T17:07:58.1734Z [Sep 13] ( 26.504,  92.293)         11             0       1       1     3973
2017-256T17:08:04.3938Z [Sep 13] ( 26.778,  89.493)        123            19       5      11     3973
2017-256T17:08:27.1696Z [Sep 13] ( 26.318,  92.203)        496           427       8      32     3973
2017-256T17:08:27.6796Z [Sep 13] ( 26.249,  92.172)        128            36       2      10     3973
2017-260T15:13:36.8942Z [Sep 17] ( 23.764,  88.464)        143            98       3      11     4034
2017-260T15:13:46.4280Z [Sep 17] ( 23.413,  88.407)       1435           304       4      94     4034
2017-260T15:13:46.5215Z [Sep 17] ( 23.365,  88.467)        218             0       1      18     4034
2017-260T15:13:47.3863Z [Sep 17] ( 23.597,  88.429)         37             0       1       3     4034
2017-260T15:14:10.6428Z [Sep 17] ( 23.721,  88.437)        496           184       8      36     4034
2017-260T15:14:33.5100Z [Sep 17] ( 26.824,  91.319)         31            30       2       3     4034
2017-260T15:14:36.0209Z [Sep 17] ( 26.849,  91.404)        314           243       6      27     4034
2017-260T15:14:47.0427Z [Sep 17] ( 26.966,  91.807)        354           585      15      27     4034
2017-260T15:15:09.8490Z [Sep 17] ( 26.806,  91.356)        633           440       9      47     4034
2017-260T15:15:12.4112Z [Sep 17] ( 26.960,  91.803)        407           275      10      26     4034
2017-260T15:15:12.7962Z [Sep 17] ( 26.914,  91.751)         21             0       1       2     4034
2017-260T15:15:16.7367Z [Sep 17] ( 26.845,  91.912)        547           338      10      41     4034
2017-260T15:15:28.1444Z [Sep 17] ( 26.836,  91.330)         36           104       2       3     4034
2017-260T15:15:44.6218Z [Sep 17] ( 26.858,  91.442)        979           386      19      68     4034
2017-260T15:15:49.1086Z [Sep 17] ( 26.926,  91.937)         11             0       1       1     4034
2017-260T15:15:50.3889Z [Sep 17] ( 26.756,  91.252)         60             0       1       5     4034
2017-260T15:15:52.7411Z [Sep 17] ( 26.901,  91.701)        323           417       9      22     4034
2017-260T15:16:03.0774Z [Sep 17] ( 26.941,  91.920)         97            51       6       9     4034
2017-263T14:13:03.3528Z [Sep 20] ( 24.172,  89.629)       1864           268       6      67     4080
2017-263T14:13:08.3606Z [Sep 20] ( 24.348,  89.365)        628           150      12      43     4080
2017-263T14:13:11.0569Z [Sep 20] ( 24.152,  89.464)        204           107       8      16     4080
2017-263T14:13:11.5102Z [Sep 20] ( 24.143,  89.461)        629           121       6      37     4080
2017-263T14:13:14.4930Z [Sep 20] ( 22.605,  90.193)       1113           324       9      69     4080
2017-263T14:13:14.5176Z [Sep 20] ( 22.584,  90.259)        358           268      16      23     4080
2017-263T14:13:22.5343Z [Sep 20] ( 24.347,  89.492)         43             0       1       4     4080
2017-263T14:13:23.9211Z [Sep 20] ( 24.021,  89.522)       2471           451      10     153     4080
2017-263T14:13:24.3744Z [Sep 20] ( 24.109,  89.592)         22             0       1       2     4080
2017-263T14:13:33.9409Z [Sep 20] ( 24.134,  89.466)       1263           386      15      79     4080
2017-263T14:13:45.2475Z [Sep 20] ( 24.293,  89.471)        899           512      17      61     4080
2017-263T14:13:55.7651Z [Sep 20] ( 24.121,  89.455)       1394           227      13      61     4080
2017-263T14:13:57.1937Z [Sep 20] ( 24.332,  89.494)        679           273       9      47     4080
2017-263T14:13:59.0956Z [Sep 20] ( 24.181,  89.589)        684           307      15      43     4080
2017-263T14:14:04.3271Z [Sep 20] ( 24.264,  89.467)        166           327       6      14     4080
2017-263T14:14:08.8350Z [Sep 20] ( 24.063,  89.544)         73            87       2       7     4080
2017-263T14:14:12.9548Z [Sep 20] ( 24.085,  89.490)        610           374      10      44     4080
2017-263T14:14:16.3191Z [Sep 20] ( 24.339,  89.539)       1355           275       8      88     4080
2017-263T14:14:26.2744Z [Sep 20] ( 24.233,  89.427)        305           446      11      27     4080
2017-263T14:14:32.5535Z [Sep 20] ( 24.233,  89.486)        815           429      10      41     4080
2017-264T13:20:40.7567Z [Sep 21] ( 21.772,  92.304)        596           263      11      27     4095
2017-264T13:22:02.4228Z [Sep 21] ( 21.727,  92.299)        777           388      13      51     4095
2017-265T22:15:11.2524Z [Sep 22] ( 26.463,  89.338)        102           118       6       8     4116
2017-265T22:15:14.0524Z [Sep 22] ( 26.120,  88.906)        304           580       9      27     4116
2017-265T22:15:23.7546Z [Sep 22] ( 26.263,  89.192)       6379           357      20     288     4116
2017-265T22:15:24.4781Z [Sep 22] ( 26.125,  88.904)        478           289      11      30     4116
2017-265T22:15:29.7318Z [Sep 22] ( 26.078,  88.893)         92           134       4       9     4116
2017-265T22:15:34.5170Z [Sep 22] ( 26.186,  88.959)        882           153       3      66     4116
2017-265T22:15:34.6728Z [Sep 22] ( 26.121,  88.944)        327           451       7      30     4116
2017-265T22:15:35.9787Z [Sep 22] ( 26.486,  90.022)        147             0       1      13     4116
2017-265T22:15:36.3476Z [Sep 22] ( 26.113,  88.909)         94           222       7       9     4116
2017-265T22:15:37.7690Z [Sep 22] ( 26.505,  89.442)        205            30       6      18     4116
2017-265T22:15:38.0252Z [Sep 22] ( 26.516,  89.346)         59            57       2       5     4116
