Flash time (UTC)                 (    Lat,     Lon)   Radiance  Milliseconds  Groups  Events Orbit-ID
2018-195T15:56:26.9200Z [Jul 14] ( 24.277,  90.807)        381           245       6      26     8699
2018-195T15:56:28.8179Z [Jul 14] ( 24.151,  91.369)        951           495      10      62     8699
2018-195T15:56:29.6143Z [Jul 14] ( 24.015,  91.431)        349             0       1      20     8699
2018-195T15:56:32.2716Z [Jul 14] ( 24.088,  91.274)         11             0       1       1     8699
2018-195T15:56:32.9248Z [Jul 14] ( 23.936,  91.224)        119            59       2       9     8699
2018-195T15:56:43.2250Z [Jul 14] ( 24.034,  91.316)         42           173       3       4     8699
2018-195T15:56:46.5143Z [Jul 14] ( 23.983,  91.243)         41            53       2       4     8699
2018-195T15:56:48.0540Z [Jul 14] ( 24.074,  91.230)         51             0       1       4     8699
2018-195T15:56:49.5313Z [Jul 14] ( 24.065,  91.369)         96            19       2       8     8699
2018-195T15:56:50.8454Z [Jul 14] ( 24.314,  90.856)        555           178      10      39     8699
2018-195T15:56:55.2889Z [Jul 14] ( 24.063,  91.279)         11             0       1       1     8699
2018-195T15:56:59.2215Z [Jul 14] ( 24.005,  91.149)         62             2       2       6     8699
2018-195T15:56:59.6315Z [Jul 14] ( 24.223,  91.138)        143             0       1      12     8699
2018-195T15:57:02.2671Z [Jul 14] ( 24.168,  91.460)        127            66       5      12     8699
2018-195T15:57:04.5822Z [Jul 14] ( 23.997,  90.993)        265           789       8      22     8699
2018-195T15:57:14.1808Z [Jul 14] ( 23.941,  91.172)         34           130       2       3     8699
2018-195T15:57:15.3229Z [Jul 14] ( 24.211,  91.352)        370           207       6      30     8699
2018-199T23:52:00.8529Z [Jul 18] ( 20.253,  87.654)       1548           520      17     120     8766
2018-200T22:58:56.4675Z [Jul 19] ( 23.682,  89.130)       2902           495      28     161     8781
2018-200T22:59:00.8121Z [Jul 19] ( 23.735,  89.637)      12724           642      57     499     8781
2018-200T22:59:01.2578Z [Jul 19] ( 23.796,  89.682)        396           186       3      25     8781
2018-200T22:59:27.2998Z [Jul 19] ( 23.793,  89.281)       3600           202      13     142     8781
2018-200T22:59:39.1485Z [Jul 19] ( 23.605,  88.333)         55           175       4       5     8781
2018-200T22:59:41.3220Z [Jul 19] ( 23.647,  88.244)        461           519      16      34     8781
2018-200T22:59:45.0024Z [Jul 19] ( 23.562,  88.307)         57            78       2       5     8781
2018-200T22:59:46.9458Z [Jul 19] ( 23.624,  88.369)       2786           424      18     112     8781
2018-200T22:59:47.2126Z [Jul 19] ( 23.638,  89.109)      10819           967      59     454     8781
2018-200T22:59:47.5815Z [Jul 19] ( 23.744,  89.036)        155             0       1      10     8781
2018-200T22:59:47.8450Z [Jul 19] ( 23.427,  89.116)        132            60       5      12     8781
2018-200T22:59:48.6546Z [Jul 19] ( 23.616,  88.255)        143           198       6      12     8781
2018-200T22:59:50.0569Z [Jul 19] ( 23.015,  89.060)        145            46       2      12     8781
2018-200T22:59:50.9915Z [Jul 19] ( 23.560,  88.232)        224           286       8      15     8781
2018-200T22:59:53.0146Z [Jul 19] ( 22.949,  88.968)        116           436       8      10     8781
2018-200T22:59:53.3940Z [Jul 19] ( 23.527,  88.372)        155            51       4      13     8781
2018-200T22:59:54.4281Z [Jul 19] ( 23.609,  88.202)         91           146       4       8     8781
2018-200T22:59:56.4878Z [Jul 19] ( 23.054,  88.966)        356           145       7      23     8781
2018-200T23:00:00.1530Z [Jul 19] ( 23.646,  88.384)        310           293       6      25     8781
2018-200T23:00:02.6936Z [Jul 19] ( 23.680,  89.541)       7413           387      62     345     8781
2018-200T23:00:05.6512Z [Jul 19] ( 23.620,  88.212)        234           431      10      19     8781
2018-200T23:00:10.6498Z [Jul 19] ( 23.616,  88.167)         98           370       9       9     8781
2018-200T23:00:10.6694Z [Jul 19] ( 23.762,  89.170)        272            91       6      21     8781
2018-200T23:00:11.5358Z [Jul 19] ( 23.645,  88.291)         71           177       3       5     8781
2018-200T23:00:17.4686Z [Jul 19] ( 23.028,  88.915)        162           255      10      13     8781
2018-200T23:00:17.7032Z [Jul 19] ( 23.588,  88.288)         43           198       3       4     8781
2018-200T23:00:19.9078Z [Jul 19] ( 22.968,  88.917)         31             2       2       3     8781
2018-200T23:00:20.6169Z [Jul 19] ( 23.561,  88.387)        430           199       3      42     8781
2018-200T23:00:27.6970Z [Jul 19] ( 23.005,  88.892)        151           377       5      12     8781
2018-200T23:00:32.6872Z [Jul 19] ( 22.990,  88.949)        304           296       8      21     8781
2018-201T13:56:06.8152Z [Jul 20] ( 25.102,  89.988)        172           155       5      17     8791
2018-201T13:56:15.0168Z [Jul 20] ( 25.959,  88.519)        306           313       7      23     8791
2018-201T13:56:17.9584Z [Jul 20] ( 25.048,  90.028)        652           993      10      60     8791
2018-201T13:56:17.9584Z [Jul 20] ( 25.047,  89.742)       1762          1183      18     126     8791
2018-201T13:56:18.3594Z [Jul 20] ( 25.032,  89.825)        730             0       1      46     8791
2018-201T13:56:18.4649Z [Jul 20] ( 25.039,  89.890)       3896           184       3     204     8791
2018-201T13:56:18.7890Z [Jul 20] ( 25.115,  89.845)         45            19       2       4     8791
2018-201T13:56:28.3488Z [Jul 20] ( 26.058,  88.656)         97           211       3       8     8791
2018-201T13:56:30.8177Z [Jul 20] ( 24.769,  89.506)       4293           515      24     221     8791
2018-201T13:56:32.4151Z [Jul 20] ( 26.839,  88.412)        279           185       5      25     8791
2018-201T13:56:32.8929Z [Jul 20] ( 25.929,  90.981)        289            12       4      19     8791
2018-201T13:56:34.7712Z [Jul 20] ( 26.310,  88.234)         21             0       1       2     8791
2018-201T13:56:35.3531Z [Jul 20] ( 26.406,  88.206)         45             0       1       4     8791
2018-201T13:56:35.4963Z [Jul 20] ( 26.323,  88.262)        148             0       1      12     8791
2018-201T13:56:35.9266Z [Jul 20] ( 25.091,  89.841)        957           615      14      69     8791
2018-201T13:56:36.1894Z [Jul 20] ( 25.128,  90.135)        686           319      16      52     8791
2018-201T13:56:47.5098Z [Jul 20] ( 25.122,  89.839)        182           397       7      15     8791
2018-201T13:56:49.4093Z [Jul 20] ( 25.930,  88.534)       1237           397      13      61     8791
2018-201T13:56:50.5338Z [Jul 20] ( 25.974,  90.390)        841           353      11      57     8791
2018-201T13:56:50.9212Z [Jul 20] ( 25.110,  89.870)       1060           515      17      77     8791
2018-201T13:57:04.9025Z [Jul 20] ( 25.124,  89.870)        166           306       7      15     8791
2018-201T13:57:09.9586Z [Jul 20] ( 26.016,  91.003)        533           284       8      40     8791
2018-201T13:57:14.8096Z [Jul 20] ( 25.068,  89.834)        841           302       3      53     8791
2018-201T13:57:15.0065Z [Jul 20] ( 25.060,  89.881)        358           265       3      23     8791
2018-201T13:57:15.7909Z [Jul 20] ( 24.956,  89.935)         88            81       6       8     8791
2018-201T13:57:17.5688Z [Jul 20] ( 26.044,  88.606)        317           519       6      27     8791
2018-201T13:57:20.5390Z [Jul 20] ( 25.065,  90.192)        421           354       8      30     8791
2018-201T13:57:21.0153Z [Jul 20] ( 25.105,  89.921)        981           384      11      46     8791
2018-201T13:57:21.2500Z [Jul 20] ( 26.000,  90.409)        132             9       2      10     8791
2018-201T13:57:22.7877Z [Jul 20] ( 25.896,  88.520)        185           411       7      16     8791
2018-201T13:57:25.4699Z [Jul 20] ( 26.192,  88.252)        155            80       6      13     8791
2018-201T13:57:28.8466Z [Jul 20] ( 26.003,  91.029)        807           291       8      54     8791
2018-201T13:57:32.1460Z [Jul 20] ( 25.043,  89.858)        145           349       5      11     8791
2018-201T13:57:32.5329Z [Jul 20] ( 26.019,  89.938)        212            39       4      16     8791
2018-201T13:57:34.4610Z [Jul 20] ( 26.257,  88.192)         43             0       1       4     8791
2018-201T13:57:38.3186Z [Jul 20] ( 26.053,  91.066)        779           178       5      60     8791
2018-201T13:57:38.3487Z [Jul 20] ( 25.947,  90.900)       3615           514       7     209     8791
2018-201T13:57:38.5191Z [Jul 20] ( 25.797,  90.897)       1290           417      19      77     8791
2018-201T13:57:38.5226Z [Jul 20] ( 25.914,  90.926)        140             0       1      11     8791
2018-201T13:57:38.8718Z [Jul 20] ( 26.018,  91.101)        416            67       3      41     8791
2018-201T13:57:38.8804Z [Jul 20] ( 25.752,  90.888)        346            71       4      15     8791
2018-201T13:57:41.6757Z [Jul 20] ( 25.088,  90.180)         62           306       4       5     8791
2018-201T13:57:55.9057Z [Jul 20] ( 25.923,  91.039)        311           263       4      23     8791
2018-208T11:03:51.2927Z [Jul 27] ( 23.523,  88.205)        257           138       6      19     8898
2018-208T11:03:54.3544Z [Jul 27] ( 23.134,  88.013)         80           155       2       7     8898
2018-208T11:03:58.7265Z [Jul 27] ( 23.462,  88.446)        455           220       6      30     8898
2018-208T11:04:10.0446Z [Jul 27] ( 23.431,  88.562)       1791           592      10      80     8898
2018-208T11:04:11.0115Z [Jul 27] ( 23.510,  88.416)       1104           444      11      64     8898
2018-208T11:04:15.1937Z [Jul 27] ( 23.504,  88.228)        182           121       2      13     8898
2018-208T11:04:16.3222Z [Jul 27] ( 23.126,  88.015)         11             0       1       1     8898
2018-208T11:04:16.9167Z [Jul 27] ( 23.455,  88.468)         67             5       2       5     8898
2018-208T11:04:20.5061Z [Jul 27] ( 22.094,  89.304)       1339           148       6      56     8898
2018-208T11:04:20.5492Z [Jul 27] ( 23.187,  87.832)         45             8       2       4     8898
2018-208T11:04:20.7728Z [Jul 27] ( 23.441,  88.257)        456            64       4      30     8898
2018-208T11:04:20.9035Z [Jul 27] ( 23.154,  87.821)        270            14       3      17     8898
2018-208T11:04:24.0691Z [Jul 27] ( 23.459,  88.457)         60             0       1       5     8898
2018-208T11:04:27.8324Z [Jul 27] ( 23.498,  88.212)        846           367      11      54     8898
2018-208T11:04:30.3799Z [Jul 27] ( 25.553,  88.064)        133           136       3      10     8898
2018-208T11:04:33.5668Z [Jul 27] ( 23.403,  88.459)        147            71       4      11     8898
2018-208T11:04:35.0260Z [Jul 27] ( 23.075,  88.028)        534           155       8      32     8898
2018-208T11:04:38.0027Z [Jul 27] ( 22.038,  87.807)        297           225       6      17     8898
2018-208T11:04:40.5484Z [Jul 27] ( 23.138,  88.291)        381            62       4      28     8898
2018-208T11:04:44.6824Z [Jul 27] ( 23.510,  88.545)        129           111       3      10     8898
2018-208T11:04:51.3128Z [Jul 27] ( 23.454,  88.202)        208           162       3      14     8898
2018-208T11:04:54.2132Z [Jul 27] ( 23.443,  88.568)        135            48       3       9     8898
2018-208T11:04:59.3677Z [Jul 27] ( 25.565,  88.051)        101            82       3       8     8898
2018-208T11:05:00.1983Z [Jul 27] ( 23.509,  88.206)        338           293       6      20     8898
2018-208T11:05:00.2988Z [Jul 27] ( 26.532,  91.502)        712           540      10      33     8898
2018-208T11:05:01.0777Z [Jul 27] ( 23.417,  88.443)       1256           481      11      69     8898
2018-208T11:05:06.5076Z [Jul 27] ( 23.081,  88.030)        143           161       5      10     8898
2018-208T11:05:09.8406Z [Jul 27] ( 25.421,  87.848)        285           113       3      18     8898
2018-208T11:05:12.0652Z [Jul 27] ( 23.482,  88.235)        302           177       6      22     8898
2018-208T11:05:16.6015Z [Jul 27] ( 24.630,  88.842)        229            66       5      20     8898
2018-208T11:05:18.3448Z [Jul 27] ( 23.472,  88.556)        297           511       9      22     8898
2018-208T11:05:23.2526Z [Jul 27] ( 26.504,  91.557)       1357           433      13      57     8898
2018-208T11:05:23.4155Z [Jul 27] ( 25.551,  88.067)        123           220       4      10     8898
2018-208T11:05:30.5645Z [Jul 27] ( 25.507,  88.205)        210            28       2      14     8898
2018-208T11:05:37.6114Z [Jul 27] ( 26.503,  91.748)        233            78       4      13     8898
2018-208T11:05:50.8882Z [Jul 27] ( 26.469,  91.535)       1390           484      21      73     8898
2018-208T11:06:18.5636Z [Jul 27] ( 26.541,  91.545)        197           200       2      14     8898
2018-208T19:16:45.3349Z [Jul 27] ( 26.900,  93.382)        468           318      16      41     8903
2018-210T19:08:44.7713Z [Jul 29] ( 24.625,  89.247)        480           225       8      36     8934
2018-210T19:08:45.0331Z [Jul 29] ( 24.653,  89.187)        212             0       1      13     8934
2018-210T19:09:06.4280Z [Jul 29] ( 22.658,  87.958)        344           304      12      21     8934
2018-211T18:18:00.5815Z [Jul 30] ( 24.322,  92.848)        492            94       5      29     8949
2018-212T09:12:49.5585Z [Jul 31] ( 21.981,  88.900)        325           308      10      17     8959
2018-212T09:13:01.3491Z [Jul 31] ( 22.622,  89.616)         11             0       1       1     8959
2018-212T09:13:02.3465Z [Jul 31] ( 24.359,  88.943)         46            71       2       3     8959
2018-212T09:13:08.1061Z [Jul 31] ( 24.414,  88.046)        504           159       2      33     8959
2018-212T09:13:08.1599Z [Jul 31] ( 24.350,  88.059)        103           170       3       8     8959
2018-212T09:13:13.5633Z [Jul 31] ( 24.250,  90.128)        427             1       2      20     8959
2018-212T09:13:13.5653Z [Jul 31] ( 24.377,  90.025)         17             0       1       1     8959
2018-212T09:13:16.6878Z [Jul 31] ( 21.980,  88.895)       1453           499      15      62     8959
2018-212T09:13:24.2664Z [Jul 31] ( 24.343,  88.028)       1086            87       3      66     8959
2018-212T09:13:24.7699Z [Jul 31] ( 24.326,  88.871)        198           241       8      13     8959
2018-212T09:13:35.9088Z [Jul 31] ( 21.992,  88.935)         60             0       1       3     8959
2018-212T09:13:37.3464Z [Jul 31] ( 22.771,  88.663)       1981           155       4     110     8959
2018-212T09:13:42.0373Z [Jul 31] ( 24.354,  88.062)        332           227       4      26     8959
2018-212T09:13:45.1959Z [Jul 31] ( 22.640,  89.643)       1149           436      10      62     8959
2018-212T09:13:45.9763Z [Jul 31] ( 26.245,  89.139)         84           262       5       7     8959
2018-212T09:13:50.4093Z [Jul 31] ( 23.150,  91.748)         84            27       3       6     8959
2018-212T09:13:58.2784Z [Jul 31] ( 21.925,  88.954)       5430           651      26     196     8959
2018-212T09:13:58.8191Z [Jul 31] ( 21.858,  88.919)       1787             0       1      51     8959
2018-212T09:14:01.6819Z [Jul 31] ( 24.306,  87.999)        943           307       5      56     8959
2018-212T09:14:11.0483Z [Jul 31] ( 22.727,  88.750)        518           127       5      32     8959
2018-212T09:14:13.4272Z [Jul 31] ( 24.393,  90.155)        193           413       6      14     8959
2018-212T09:14:13.4538Z [Jul 31] ( 24.364,  90.190)        833            98       2      45     8959
2018-212T09:14:14.1406Z [Jul 31] ( 24.277,  88.846)       1817           501      20      78     8959
2018-212T09:14:22.0686Z [Jul 31] ( 26.268,  92.868)        294           166       4      17     8959
2018-212T09:14:23.7068Z [Jul 31] ( 24.540,  88.963)        219           157       6      16     8959
2018-212T09:14:25.2123Z [Jul 31] ( 26.180,  91.473)        391           301       4      26     8959
2018-212T09:14:30.6448Z [Jul 31] ( 24.305,  87.929)        749           388       9      33     8959
2018-212T09:14:37.7616Z [Jul 31] ( 24.367,  90.115)        223           304       7      14     8959
2018-212T09:14:50.5899Z [Jul 31] ( 25.946,  91.413)        791           220       8      36     8959
2018-212T09:14:50.8085Z [Jul 31] ( 25.961,  91.474)        625           160      15      41     8959
2018-212T09:14:51.5877Z [Jul 31] ( 26.112,  91.487)       2726           100       5      80     8959
2018-212T09:14:51.9792Z [Jul 31] ( 26.260,  92.872)        319           220       5      21     8959
2018-212T09:14:54.1329Z [Jul 31] ( 26.198,  91.368)        103            16       4       8     8959
2018-212T09:14:58.4288Z [Jul 31] ( 25.945,  91.761)       2231           347      10     101     8959
2018-212T09:15:04.8427Z [Jul 31] ( 25.860,  93.087)        579           123       4      24     8959
2018-212T09:15:20.0301Z [Jul 31] ( 25.881,  93.118)        548           298      11      36     8959
2018-213T18:08:40.3108Z [Aug 01] ( 24.093,  88.610)       2175           521      19     124     8980
2018-213T18:08:52.8255Z [Aug 01] ( 23.947,  88.634)        613            59       4      47     8980
2018-213T18:08:53.4521Z [Aug 01] ( 24.847,  90.771)        213           211       4      18     8980
2018-213T18:08:57.8727Z [Aug 01] ( 24.051,  88.713)       2185           344      17     120     8980
2018-213T18:09:01.4392Z [Aug 01] ( 24.539,  90.723)       2545           575      32     157     8980
2018-213T18:09:02.0164Z [Aug 01] ( 23.927,  88.669)        189             2       2      18     8980
2018-213T18:09:02.3747Z [Aug 01] ( 23.923,  88.682)        196             5       2      17     8980
2018-213T18:09:03.8277Z [Aug 01] ( 26.058,  90.665)        222            16       4      19     8980
2018-213T18:09:12.2887Z [Aug 01] ( 26.126,  88.458)       4427           377      35     191     8980
2018-213T18:09:25.5535Z [Aug 01] ( 24.104,  88.622)       8698           678      39     391     8980
2018-213T18:09:28.2088Z [Aug 01] ( 24.932,  90.714)        795           452      15      63     8980
2018-213T18:09:29.1093Z [Aug 01] ( 24.917,  90.693)        135            34       2      11     8980
2018-213T18:09:44.4605Z [Aug 01] ( 26.245,  88.430)        129           222       3       8     8980
2018-213T18:10:00.5324Z [Aug 01] ( 24.104,  88.581)       1339           268      10      69     8980
2018-213T18:10:02.8309Z [Aug 01] ( 24.683,  90.035)        602           223       9      43     8980
2018-215T08:13:15.2293Z [Aug 03] ( 22.795,  87.524)        165           326       4      10     9005
2018-215T08:13:15.9750Z [Aug 03] ( 22.007,  87.624)        180           179       6      11     9005
2018-215T08:13:20.4960Z [Aug 03] ( 22.034,  87.624)         36             0       1       2     9005
2018-215T08:13:36.6959Z [Aug 03] ( 21.994,  87.642)         12             0       1       1     9005
2018-215T08:13:37.1130Z [Aug 03] ( 22.652,  89.868)         11             0       1       1     9005
2018-215T08:13:37.1130Z [Aug 03] ( 22.751,  89.961)        181           129       6      13     9005
2018-215T08:13:38.0241Z [Aug 03] ( 22.753,  90.011)        144            73       3       9     9005
2018-215T08:13:56.1772Z [Aug 03] ( 22.009,  87.666)        135           204       3       8     9005
2018-215T08:13:59.1531Z [Aug 03] ( 23.456,  89.089)        363            32       3      16     9005
2018-215T08:14:07.6745Z [Aug 03] ( 23.434,  89.049)        131            41       4       6     9005
2018-215T08:14:09.7512Z [Aug 03] ( 22.004,  87.667)        159           173       4       8     9005
2018-215T08:14:16.5445Z [Aug 03] ( 22.026,  87.665)         95            44       2       6     9005
2018-215T08:14:20.2434Z [Aug 03] ( 22.823,  90.055)        524           270       3      25     9005
2018-215T08:14:20.5117Z [Aug 03] ( 22.668,  89.989)         74           281       4       6     9005
2018-215T08:14:20.7107Z [Aug 03] ( 22.738,  90.018)        589             1       2      34     9005
2018-215T08:14:32.0455Z [Aug 03] ( 23.058,  89.029)        559           211       4      27     9005
2018-215T08:14:38.6383Z [Aug 03] ( 22.034,  87.700)         66            51       2       4     9005
2018-215T08:14:47.6910Z [Aug 03] ( 23.445,  89.102)       1054           136       7      42     9005
2018-216T17:09:14.1587Z [Aug 04] ( 24.052,  87.597)        203           315      11      18     9026
2018-216T17:09:28.9050Z [Aug 04] ( 24.098,  87.593)        216           290       6      19     9026
2018-216T17:09:33.0158Z [Aug 04] ( 24.123,  87.564)        260           344       7      21     9026
2018-216T17:09:36.1117Z [Aug 04] ( 24.090,  87.555)        682           383      10      37     9026
2018-216T17:09:42.2905Z [Aug 04] ( 24.120,  87.582)         75           255       4       7     9026
2018-216T17:09:45.9536Z [Aug 04] ( 23.592,  88.003)        423            35       6      29     9026
2018-216T17:09:47.3842Z [Aug 04] ( 24.200,  87.624)       5688           639      19     278     9026
2018-216T17:09:56.1511Z [Aug 04] ( 24.135,  87.593)        257           420       6      18     9026
2018-216T17:10:02.7556Z [Aug 04] ( 23.989,  87.615)        225            30       2      19     9026
2018-216T17:10:03.2767Z [Aug 04] ( 24.026,  87.575)       1043             0       1      62     9026
2018-216T17:10:03.3647Z [Aug 04] ( 23.975,  87.594)        523           264       4      44     9026
2018-216T17:10:16.6140Z [Aug 04] ( 23.939,  87.567)         64             0       1       5     9026
2018-216T17:10:16.6175Z [Aug 04] ( 20.913,  87.553)       3217           373      15     152     9026
2018-216T17:10:22.1997Z [Aug 04] ( 21.180,  87.621)         44            14       2       4     9026
2018-216T17:10:22.5113Z [Aug 04] ( 21.055,  87.651)        150           129       2      14     9026
2018-216T17:10:22.5776Z [Aug 04] ( 21.175,  87.615)       1636           202       4      67     9026
2018-216T17:10:22.6329Z [Aug 04] ( 21.094,  87.691)        211            14       7      19     9026
2018-216T17:10:22.6741Z [Aug 04] ( 21.243,  87.647)        107            27       2      10     9026
2018-216T17:10:24.7850Z [Aug 04] ( 24.120,  87.568)       1011           965      19      62     9026
2018-216T17:10:32.7249Z [Aug 04] ( 24.181,  87.503)        785           741      16      47     9026
2018-216T17:10:33.1847Z [Aug 04] ( 23.953,  87.568)        206           281       5      18     9026
2018-216T17:10:39.3514Z [Aug 04] ( 24.176,  87.538)        418           478       9      24     9026
2018-216T17:10:39.5659Z [Aug 04] ( 24.112,  87.562)        102             0       1       8     9026
2018-216T17:10:39.6971Z [Aug 04] ( 23.959,  87.567)         92           130       3       9     9026
2018-216T17:10:48.1043Z [Aug 04] ( 23.964,  87.594)       3998           293      15     167     9026
2018-216T17:10:48.7527Z [Aug 04] ( 23.961,  87.576)        424            71       6      29     9026
2018-216T17:10:53.1274Z [Aug 04] ( 21.142,  87.721)        985           306      22      64     9026
2018-217T16:18:10.3517Z [Aug 05] ( 23.501,  91.905)        553            71       2      35     9041
2018-217T16:18:27.9270Z [Aug 05] ( 23.551,  92.549)        576           125       9      42     9041
2018-217T16:18:43.2531Z [Aug 05] ( 23.422,  92.134)         52           234       3       5     9041
2018-217T16:18:50.8569Z [Aug 05] ( 23.646,  92.762)        273           469       9      25     9041
2018-217T16:19:18.0309Z [Aug 05] ( 23.389,  91.902)       1917           213      26     116     9041
2018-218T07:14:37.3040Z [Aug 06] ( 22.372,  88.115)        243            17       3      11     9051
2018-218T07:15:01.9637Z [Aug 06] ( 24.804,  87.661)        220           199       7      13     9051
2018-218T07:15:09.7483Z [Aug 06] ( 22.455,  88.452)        393           114       3      16     9051
2018-218T07:15:09.8614Z [Aug 06] ( 22.491,  88.427)       1370             0       1      41     9051
2018-218T07:15:33.2142Z [Aug 06] ( 24.621,  87.656)         35            57       2       2     9051
2018-218T07:15:33.3007Z [Aug 06] ( 24.734,  88.604)        424           484      11      28     9051
2018-219T06:23:54.4845Z [Aug 07] ( 26.866,  91.668)         39            57       2       2     9066
2018-219T06:23:56.8035Z [Aug 07] ( 26.721,  91.694)        411            85       2      30     9066
2018-219T06:24:01.4210Z [Aug 07] ( 26.963,  92.247)       1325           556      24      56     9066
2018-219T06:24:01.7269Z [Aug 07] ( 26.894,  91.593)         93            87       3       6     9066
2018-219T06:24:11.1170Z [Aug 07] ( 26.469,  93.096)        368           245       7      21     9066
2018-219T06:24:14.3411Z [Aug 07] ( 26.857,  91.660)         33           109       2       3     9066
2018-219T06:24:18.3554Z [Aug 07] ( 26.801,  91.815)        409           141       3      29     9066
2018-219T06:24:19.3900Z [Aug 07] ( 26.879,  91.611)        175           299       8      13     9066
2018-219T06:24:19.4654Z [Aug 07] ( 26.988,  92.238)        971           415      12      41     9066
2018-219T06:24:25.8053Z [Aug 07] ( 26.817,  91.663)         59           363       4       5     9066
2018-219T06:24:29.7529Z [Aug 07] ( 26.870,  91.574)         79           349       4       6     9066
2018-219T06:24:41.9429Z [Aug 07] ( 26.774,  91.828)        156           175       4      12     9066
2018-219T06:24:45.1337Z [Aug 07] ( 26.960,  92.253)        615           325      12      25     9066
2018-219T06:24:55.0775Z [Aug 07] ( 26.766,  91.609)         34            42       2       2     9066
2018-219T06:24:57.6608Z [Aug 07] ( 26.999,  92.141)        841           322      18      41     9066
2018-219T06:25:01.9703Z [Aug 07] ( 26.450,  93.120)        969           223      14      51     9066
2018-219T06:25:05.2329Z [Aug 07] ( 26.787,  91.512)         38             0       1       2     9066
2018-219T06:25:19.5600Z [Aug 07] ( 26.985,  92.271)        516           338       5      26     9066
2018-220T15:18:29.8822Z [Aug 08] ( 24.694,  91.127)       1887           215       5      69     9087
2018-220T15:19:40.1898Z [Aug 08] ( 23.556,  92.351)        803           340      18      40     9087
2018-220T15:19:40.3868Z [Aug 08] ( 23.514,  92.366)       4969            14       7     129     9087
2018-221T14:27:38.7963Z [Aug 09] ( 25.838,  92.494)         19             0       1       1     9102
2018-223T14:18:58.5571Z [Aug 11] ( 26.677,  88.300)       2329             3       3      79     9133
2018-223T14:20:23.5823Z [Aug 11] ( 24.161,  91.086)        927            67       6      54     9133
2018-224T13:27:01.8225Z [Aug 12] ( 26.938,  91.893)         72           210       3       7     9148
2018-224T13:27:22.9515Z [Aug 12] ( 25.134,  91.765)        144            27       5      14     9148
2018-224T13:27:35.6872Z [Aug 12] ( 26.885,  88.390)        117           493       4      10     9148
2018-224T13:27:40.0066Z [Aug 12] ( 25.899,  91.723)        704           222       5      46     9148
2018-226T13:20:07.2899Z [Aug 14] ( 22.608,  87.516)         21             0       1       2     9179
2018-226T13:21:04.8748Z [Aug 14] ( 22.749,  87.671)        299           111       5      18     9179
2018-227T12:27:05.0131Z [Aug 15] ( 26.861,  88.975)        720           232      14      43     9194
2018-227T12:27:05.2312Z [Aug 15] ( 26.891,  88.911)       5902            12       7     131     9194
2018-227T12:27:28.5809Z [Aug 15] ( 25.043,  89.829)        813           300       7      51     9194
2018-227T12:27:45.4686Z [Aug 15] ( 25.867,  91.511)        110           377       6      10     9194
2018-227T12:27:52.3833Z [Aug 15] ( 26.861,  89.030)         34            58       3       3     9194
2018-227T12:27:55.8727Z [Aug 15] ( 25.063,  88.360)       1392           716      16      88     9194
2018-227T12:27:59.9549Z [Aug 15] ( 24.870,  92.208)        193           275       8      14     9194
2018-227T12:28:03.9884Z [Aug 15] ( 24.842,  92.227)        417           535       8      29     9194
2018-227T12:28:05.8712Z [Aug 15] ( 24.731,  92.183)       2821           766      28     127     9194
2018-227T12:28:06.4637Z [Aug 15] ( 24.895,  92.154)         95           240       4       7     9194
2018-227T12:28:07.0149Z [Aug 15] ( 24.760,  92.354)       1035            28       3      42     9194
2018-227T12:28:07.0400Z [Aug 15] ( 24.941,  89.929)       3174           180       8     155     9194
2018-227T12:28:09.7384Z [Aug 15] ( 24.871,  90.149)         98           169       4       9     9194
2018-227T12:28:10.2308Z [Aug 15] ( 24.871,  92.238)        298           338       6      22     9194
2018-227T12:28:14.0156Z [Aug 15] ( 26.817,  89.000)        128           112       4      10     9194
2018-227T12:28:17.3762Z [Aug 15] ( 24.866,  92.215)        330           187       6      22     9194
2018-227T12:28:17.9812Z [Aug 15] ( 23.569,  91.556)        735           442       7      62     9194
2018-227T12:28:22.3267Z [Aug 15] ( 24.894,  92.214)        140           236       2       9     9194
2018-227T12:28:24.7422Z [Aug 15] ( 24.695,  92.125)         94             3       3       7     9194
2018-227T12:28:28.7687Z [Aug 15] ( 25.898,  91.499)       1284           454      13      58     9194
2018-227T12:28:29.6958Z [Aug 15] ( 23.606,  91.534)        120           106       3      10     9194
2018-227T12:28:29.8229Z [Aug 15] ( 25.908,  91.669)       3285           392      30     187     9194
2018-227T12:28:32.5614Z [Aug 15] ( 24.957,  89.885)       4599           619      13     243     9194
2018-227T12:28:34.3408Z [Aug 15] ( 24.883,  92.219)        317           381       6      21     9194
2018-227T12:28:37.1969Z [Aug 15] ( 24.762,  92.156)        780           340       9      40     9194
2018-227T12:28:39.8110Z [Aug 15] ( 24.993,  92.298)        442           520       4      37     9194
2018-227T12:28:39.8843Z [Aug 15] ( 24.778,  92.099)        231           266       6      18     9194
2018-227T12:28:40.3315Z [Aug 15] ( 24.853,  92.169)         21             0       1       2     9194
2018-227T12:28:48.8934Z [Aug 15] ( 24.923,  92.201)        462           435      10      28     9194
2018-227T12:28:54.1750Z [Aug 15] ( 24.875,  92.206)        608           415       9      38     9194
2018-227T12:28:59.2964Z [Aug 15] ( 26.006,  91.418)        165             2       2       8     9194
2018-227T12:28:59.5703Z [Aug 15] ( 24.791,  92.164)        343           215       4      18     9194
