"lis_2017_176","20170319","20.759","89.085","51","155","3","5","1206","15:45:21.4794"
"lis_2017_177","20170319","20.750","88.295","1611","234","15","69","1206","15:45:21.6277"
"lis_2017_178","20170319","20.674","88.339","49","55","2","4","1206","15:45:23.3563"
"lis_2017_179","20170319","20.601","88.015","2162","412","15","94","1206","15:45:23.5462"
"lis_2017_180","20170319","20.785","89.029","136","228","5","10","1206","15:45:23.7844"
"lis_2017_181","20170319","20.695","87.864","35","0","1","3","1206","15:45:23.8638"
"lis_2017_182","20170319","20.855","88.990","171","384","7","17","1206","15:45:24.0859"
"lis_2017_183","20170319","20.653","87.841","529","215","10","30","1206","15:45:24.3975"
"lis_2017_184","20170319","20.688","89.111","845","320","17","62","1206","15:45:24.7342"
"lis_2017_185","20170319","20.772","88.316","4733","659","54","213","1206","15:45:25.7045"
"lis_2017_186","20170319","20.673","87.878","2584","626","27","133","1206","15:45:25.7778"
"lis_2017_187","20170319","20.776","87.573","280","461","9","20","1206","15:45:25.8677"
"lis_2017_188","20170319","20.934","89.078","830","297","12","49","1206","15:45:26.1234"
"lis_2017_189","20170319","20.722","88.372","11","0","1","1","1206","15:45:26.2289"
"lis_2017_190","20170319","20.701","87.909","354","137","6","25","1206","15:45:26.2686"
"lis_2017_191","20170319","20.999","89.047","2847","857","47","164","1206","15:45:28.2129"
"lis_2017_192","20170319","20.651","88.323","30","0","1","2","1206","15:45:28.5134"
"lis_2017_193","20170319","20.662","88.863","671","375","7","42","1206","15:45:30.2038"
"lis_2017_194","20170319","20.866","89.169","1175","266","10","68","1206","15:45:30.5656"
"lis_2017_195","20170319","20.632","87.890","494","264","11","24","1206","15:45:31.2404"
"lis_2017_196","20170319","20.708","87.600","280","83","7","14","1206","15:45:31.2585"
"lis_2017_197","20170319","20.659","87.837","28","0","1","2","1206","15:45:32.3363"
"lis_2017_198","20170319","20.740","87.613","1910","405","22","73","1206","15:45:32.7393"
"lis_2017_199","20170319","20.755","88.302","2353","587","23","105","1206","15:45:33.0523"
"lis_2017_200","20170319","20.805","89.014","708","393","15","47","1206","15:45:33.5106"
"lis_2017_201","20170319","21.070","89.050","5839","1026","58","254","1206","15:45:35.2026"
"lis_2017_202","20170319","20.681","87.884","2788","585","29","121","1206","15:45:35.8774"
"lis_2017_203","20170319","20.704","87.638","382","352","7","20","1206","15:45:36.2875"
"lis_2017_204","20170319","20.742","88.284","112","0","1","5","1206","15:45:36.3232"
"lis_2017_205","20170319","20.905","89.028","2556","377","20","126","1206","15:45:36.6080"
"lis_2017_206","20170319","20.982","88.988","2342","649","31","120","1206","15:45:37.7004"
"lis_2017_207","20170319","20.626","87.895","396","169","14","24","1206","15:45:38.1894"
"lis_2017_208","20170319","20.619","87.869","53","0","1","4","1206","15:45:38.9305"
"lis_2017_209","20170319","20.750","88.305","1707","782","31","89","1206","15:45:41.2506"
"lis_2017_210","20170319","20.606","87.996","256","114","7","19","1206","15:45:41.6159"
"lis_2017_211","20170319","20.850","89.021","756","379","20","52","1206","15:45:41.6335"
"lis_2017_212","20170319","20.758","88.949","166","238","3","13","1206","15:45:42.3712"
"lis_2017_213","20170319","24.005","87.805","2387","601","39","137","1206","15:45:42.7028"
"lis_2017_214","20170319","20.742","87.620","232","196","13","14","1206","15:45:43.1987"
"lis_2017_215","20170319","20.630","87.890","152","166","10","10","1206","15:45:43.2595"
"lis_2017_216","20170319","20.967","89.078","2055","372","15","83","1206","15:45:43.3796"
"lis_2017_217","20170319","20.767","87.639","62","76","4","6","1206","15:45:44.3911"
"lis_2017_218","20170319","20.807","89.095","21","0","1","2","1206","15:45:44.4198"
"lis_2017_219","20170319","20.673","87.865","181","454","9","13","1206","15:45:46.5036"
"lis_2017_220","20170319","20.992","89.031","270","120","10","21","1206","15:45:46.5378"
"lis_2017_221","20170319","20.704","87.601","42","0","1","3","1206","15:45:46.9101"
"lis_2017_222","20170319","20.557","88.130","679","340","9","38","1206","15:45:47.0965"
"lis_2017_223","20170319","20.804","89.012","2374","610","26","122","1206","15:45:47.2558"
"lis_2017_224","20170319","20.735","88.344","1270","503","36","95","1206","15:45:47.3061"
"lis_2017_225","20170319","20.719","87.575","31","7","2","3","1206","15:45:48.1010"
"lis_2017_226","20170319","20.738","87.759","143","85","4","11","1206","15:45:48.1598"
"lis_2017_227","20170319","20.857","87.777","12","0","1","1","1206","15:45:48.8674"
"lis_2017_228","20170319","20.800","87.805","924","243","21","56","1206","15:45:48.8744"
"lis_2017_229","20170319","20.617","87.883","603","349","26","36","1206","15:45:49.9628"
"lis_2017_230","20170319","20.681","88.242","101","66","3","7","1206","15:45:50.1241"
"lis_2017_231","20170319","20.701","87.616","2188","365","24","76","1206","15:45:50.9476"
"lis_2017_232","20170319","20.946","89.068","49","130","2","4","1206","15:45:51.2250"
"lis_2017_233","20170319","21.438","89.052","284","150","13","23","1206","15:45:51.3537"
"lis_2017_234","20170319","20.635","88.221","101","46","3","8","1206","15:45:51.8572"
"lis_2017_235","20170319","20.753","88.329","606","105","14","38","1206","15:45:52.2994"
"lis_2017_236","20170319","21.328","89.114","25","0","1","2","1206","15:45:52.4069"
"lis_2017_237","20170319","20.726","88.292","53","136","3","5","1206","15:45:52.9616"
"lis_2017_238","20170319","20.896","88.995","1073","483","19","67","1206","15:45:53.0189"
"lis_2017_239","20170319","20.706","87.896","343","465","9","26","1206","15:45:53.3073"
"lis_2017_240","20170319","21.015","89.036","1930","827","35","121","1206","15:45:53.4345"
"lis_2017_241","20170319","20.637","87.848","24","9","2","2","1206","15:45:54.0129"
"lis_2017_242","20170319","20.715","88.304","125","154","7","11","1206","15:45:55.2872"
"lis_2017_243","20170319","20.683","87.895","758","614","17","42","1206","15:45:55.8048"
"lis_2017_244","20170319","20.830","89.050","559","245","10","31","1206","15:45:56.1791"
"lis_2017_245","20170319","20.714","88.294","200","259","6","12","1206","15:45:56.9685"
"lis_2017_246","20170319","20.859","89.070","70","0","1","6","1206","15:45:58.0946"
"lis_2017_247","20170319","21.139","89.195","2815","960","58","208","1206","15:45:58.8238"
"lis_2017_248","20170319","21.227","89.141","594","119","6","29","1206","15:45:59.0438"
"lis_2017_249","20170319","21.310","89.141","44","3","2","4","1206","15:45:59.1242"
"lis_2017_250","20170319","21.162","89.081","975","504","18","56","1206","15:45:59.2970"
"lis_2017_251","20170319","21.064","89.330","292","92","3","24","1206","15:45:59.3025"
"lis_2017_252","20170319","21.056","89.413","162","3","3","16","1206","15:45:59.3312"
"lis_2017_253","20170319","20.942","89.080","467","309","9","31","1206","15:45:59.4010"
"lis_2017_254","20170319","21.131","88.993","21","239","2","2","1206","15:45:59.4513"
"lis_2017_255","20170319","20.770","88.863","121","189","2","9","1206","15:46:01.8679"
"lis_2017_256","20170319","20.857","89.008","2061","379","20","102","1206","15:46:02.2744"
"lis_2017_257","20170319","20.746","88.965","204","225","8","17","1206","15:46:03.4758"
"lis_2017_258","20170319","21.003","89.081","3993","649","45","184","1206","15:46:04.4859"
"lis_2017_259","20170319","20.863","89.051","159","112","3","11","1206","15:46:04.9335"
"lis_2017_260","20170319","20.718","89.070","11","0","1","1","1206","15:46:05.0817"
"lis_2017_261","20170319","20.831","89.011","273","44","3","16","1206","15:46:05.9199"
"lis_2017_262","20170319","20.786","89.078","94","419","6","8","1206","15:46:06.6862"
"lis_2017_263","20170319","20.972","89.021","68","0","1","5","1206","15:46:07.4580"
"lis_2017_264","20170319","20.937","89.082","314","304","7","19","1206","15:46:10.4354"
"lis_2017_265","20170324","26.936","88.682","897","211","16","46","1288","22:46:51.3638"
"lis_2017_266","20170324","26.956","88.898","1704","233","14","86","1288","22:46:54.1637"
"lis_2017_267","20170324","26.906","88.639","565","317","12","32","1288","22:46:56.5989"
"lis_2017_268","20170324","26.811","88.338","1454","302","36","96","1288","22:46:59.2722"
"lis_2017_269","20170324","26.760","88.215","1553","141","9","54","1288","22:46:59.4420"
"lis_2017_270","20170324","26.751","88.155","598","14","6","35","1288","22:46:59.5656"
"lis_2017_271","20170324","25.779","88.610","811","445","22","32","1288","22:47:00.5701"
"lis_2017_272","20170324","26.885","88.703","78","46","4","7","1288","22:47:00.5827"
"lis_2017_273","20170324","25.775","88.680","186","224","9","14","1288","22:47:02.0239"
"lis_2017_274","20170324","25.826","88.607","89","86","4","7","1288","22:47:02.4766"
"lis_2017_275","20170324","25.748","88.638","90","129","5","7","1288","22:47:03.8374"
"lis_2017_276","20170324","25.716","88.670","78","277","5","7","1288","22:47:04.0007"
"lis_2017_277","20170324","25.761","88.556","784","630","15","38","1288","22:47:04.0811"
"lis_2017_278","20170324","26.827","88.923","3093","696","57","171","1288","22:47:04.1062"
"lis_2017_279","20170324","25.970","88.533","997","412","18","54","1288","22:47:04.9725"
"lis_2017_280","20170324","26.920","88.668","1820","402","14","71","1288","22:47:05.5780"
"lis_2017_281","20170324","26.593","88.600","1543","171","12","76","1288","22:47:05.7926"
"lis_2017_282","20170324","25.763","88.600","220","123","6","12","1288","22:47:05.9644"
"lis_2017_283","20170324","26.530","88.660","22","0","1","2","1288","22:47:06.0398"
"lis_2017_284","20170324","26.289","88.533","5170","581","82","251","1288","22:47:07.7785"
"lis_2017_285","20170324","26.326","88.263","4332","782","48","198","1288","22:47:07.9950"
"lis_2017_286","20170324","26.437","88.187","125","207","7","12","1288","22:47:08.1900"
"lis_2017_287","20170324","26.469","88.136","85","62","2","8","1288","22:47:08.3332"
"lis_2017_288","20170324","26.318","88.053","136","3","3","12","1288","22:47:08.3513"
"lis_2017_289","20170324","26.319","88.098","6298","1232","82","312","1288","22:47:08.4247"
"lis_2017_290","20170324","26.213","88.204","4258","783","58","218","1288","22:47:08.4764"
"lis_2017_291","20170324","26.494","88.614","11","0","1","1","1288","22:47:08.5287"
"lis_2017_292","20170324","25.776","88.577","477","254","13","27","1288","22:47:08.7271"
"lis_2017_293","20170324","25.774","88.656","135","48","3","7","1288","22:47:08.9632"
"lis_2017_294","20170324","26.837","88.712","78","21","2","7","1288","22:47:09.6411"
"lis_2017_295","20170324","25.824","88.601","236","185","9","15","1288","22:47:10.5616"
"lis_2017_296","20170324","26.014","88.495","314","306","15","25","1288","22:47:10.6315"
"lis_2017_297","20170324","26.888","88.734","318","264","11","24","1288","22:47:13.2813"
"lis_2017_298","20170324","26.783","89.138","97","62","5","9","1288","22:47:13.2828"
"lis_2017_299","20170324","25.790","88.640","407","284","7","17","1288","22:47:13.4742"
"lis_2017_300","20170324","26.039","88.572","424","581","12","26","1288","22:47:14.1566"
"lis_2017_301","20170324","25.724","88.570","687","349","24","52","1288","22:47:14.7099"
"lis_2017_302","20170324","25.733","88.613","134","343","4","7","1288","22:47:15.5692"
"lis_2017_303","20170324","26.895","88.689","449","17","4","22","1288","22:47:16.2139"
"lis_2017_304","20170324","25.807","88.609","186","217","5","12","1288","22:47:16.8832"
"lis_2017_305","20170324","26.851","88.443","1565","660","28","80","1288","22:47:17.5279"
"lis_2017_306","20170324","26.909","88.343","237","68","8","12","1288","22:47:17.7821"
"lis_2017_307","20170324","26.095","88.606","66","7","2","6","1288","22:47:18.6811"
"lis_2017_308","20170324","26.769","88.900","1194","120","4","36","1288","22:47:19.0017"
"lis_2017_309","20170324","25.782","88.612","11","0","1","1","1288","22:47:19.1555"
"lis_2017_310","20170324","25.767","88.597","679","349","15","41","1288","22:47:19.6138"
"lis_2017_311","20170324","26.844","88.913","972","349","12","50","1288","22:47:19.8092"
"lis_2017_312","20170324","25.832","88.623","466","261","7","23","1288","22:47:19.8344"
"lis_2017_313","20170324","26.877","88.901","141","191","2","8","1288","22:47:19.9740"
"lis_2017_314","20170324","26.897","88.656","369","152","9","23","1288","22:47:20.7866"
"lis_2017_315","20170324","25.717","88.616","187","134","6","13","1288","22:47:20.9153"
"lis_2017_316","20170324","25.960","88.545","364","121","7","17","1288","22:47:21.3952"
"lis_2017_317","20170324","26.099","90.479","33","44","2","3","1288","22:47:22.2047"
"lis_2017_318","20170324","25.741","88.713","281","236","14","20","1288","22:47:22.2137"
"lis_2017_319","20170324","26.085","90.547","11","0","1","1","1288","22:47:22.3605"
"lis_2017_320","20170324","25.781","88.574","3134","581","46","139","1288","22:47:22.9208"
"lis_2017_321","20170324","25.774","88.462","51","7","4","5","1288","22:47:23.4454"
"lis_2017_322","20170324","26.877","88.717","111","42","4","9","1288","22:47:23.8448"
"lis_2017_323","20170324","26.449","88.729","392","200","5","24","1288","22:47:25.1678"
"lis_2017_324","20170324","26.080","90.611","631","256","16","35","1288","22:47:25.3467"
"lis_2017_325","20170324","25.742","88.654","211","257","8","14","1288","22:47:25.4005"
"lis_2017_326","20170324","26.078","88.465","2242","597","61","144","1288","22:47:25.5869"
"lis_2017_327","20170324","25.801","88.657","94","80","2","7","1288","22:47:25.8176"
"lis_2017_328","20170324","26.924","88.672","13","0","1","1","1288","22:47:26.1201"
"lis_2017_329","20170324","26.130","88.585","23","0","1","2","1288","22:47:26.4196"
"lis_2017_330","20170324","25.802","88.680","34","223","2","3","1288","22:47:26.4196"
"lis_2017_331","20170324","25.759","88.593","249","159","12","14","1288","22:47:27.2929"
